Position  (cm)	Ecb (eV)	Evb (eV)	Efn (eV)	Efp (eV)
7.82542456068475e-06	-4.46325453185275	-6.06325453185275	-4.60003017533272	-4.59578628693152
7.99902666605726e-06	-4.4671764155706	-6.0671764155706	-4.60002266088664	-4.59578555748676
8.17491039634862e-06	-4.47078925517687	-6.07078925517687	-4.60001679368522	-4.59578764780838
8.3530626560906e-06	-4.47410042223227	-6.07410042223227	-4.6000122823277	-4.59579235476112
8.53346907690674e-06	-4.47711962477717	-6.07711962477717	-4.60000886622248	-4.5957994905212
8.71611401173927e-06	-4.47985866840345	-6.07985866840345	-4.60000631846649	-4.59580888284408
8.90098053024712e-06	-4.48233115282285	-6.08233115282285	-4.60000444654242	-4.59582037417531
9.08805041539565e-06	-4.48455212215	-6.08455212215	-4.60000309114889	-4.59583381998944
9.27730416125661e-06	-4.48653768948897	-6.08653768948897	-4.6000021236103	-4.59584908676739
9.46872097203571e-06	-4.4883046565792	-6.0883046565792	-4.60000144236237	-4.59586604996711
9.6622787623435e-06	-4.48987014744582	-6.08987014744583	-4.60000096898571	-4.59588459225206
9.85795415872344e-06	-4.49125127169946	-6.09125127169946	-4.60000064418307	-4.5959046021336
1.00557225024497e-05	-4.49246482895934	-6.09246482895935	-4.60000042399249	-4.59592597307699
1.02555578536051e-05	-4.49352706145192	-6.09352706145192	-4.60000027642077	-4.59594860303613
1.04574329964484e-05	-4.49445345768304	-6.09445345768304	-4.60000017858673	-4.59597239433378
1.06613194460779e-05	-4.49525860655966	-6.09525860655966	-4.60000011439036	-4.59599725378262
1.08671874563963e-05	-4.4959560986377	-6.0959560986377	-4.6000000726739	-4.59602309293341
1.10750060293806e-05	-4.49655846934283	-6.09655846934283	-4.60000004581352	-4.59604982835309
1.12847429256596e-05	-4.49707717798216	-6.09707717798217	-4.60000002866829	-4.59607738187813
1.14963646763958e-05	-4.49752261600574	-6.09752261600574	-4.60000001781388	-4.5961056807836
1.17098365964736e-05	-4.4979041381254	-6.0979041381254	-4.60000001099533	-4.59613465784916
1.19251227989853e-05	-4.49823011039527	-6.09823011039527	-4.60000000674348	-4.59616425132141
1.21421862110126e-05	-4.4985079700614	-6.0985079700614	-4.60000000411061	-4.59619440477594
1.23609885906936e-05	-4.49874429278486	-6.09874429278486	-4.60000000249104	-4.59622506689728
1.25814905455648e-05	-4.49894486365017	-6.09894486365017	-4.60000000150107	-4.5962561911842
1.28036515521685e-05	-4.49911474913194	-6.09911474913194	-4.60000000089957	-4.59628773562561
1.30274299769096e-05	-4.49925836787579	-6.09925836787579	-4.6000000005362	-4.59631966233718
1.3252783098147e-05	-4.49937955873738	-6.09937955873738	-4.60000000031788	-4.59635193718523
1.3479667129502e-05	-4.49948164501295	-6.09948164501295	-4.60000000018741	-4.59638452941522
1.37080372443639e-05	-4.49956749419056	-6.09956749419056	-4.60000000010982	-4.59641741129339
1.39378476015714e-05	-4.49963957286161	-6.09963957286161	-4.6000000000639	-4.59645055776064
1.41690513722462e-05	-4.49969999666917	-6.09969999666917	-4.60000000003686	-4.59648394611286
1.44016007677545e-05	-4.49975057534431	-6.09975057534431	-4.600000000021	-4.5965175557008
1.46354470687687e-05	-4.49979285300544	-6.09979285300544	-4.60000000001174	-4.59655136766754
1.48705406554005e-05	-4.49982814397945	-6.09982814397945	-4.60000000000636	-4.59658536470439
