Position  (cm)	V (V)	n (cm-3)	p (cm-3)
1.90221000524273e-05	0.0690832493569529	1.11993788292388e-13	2.08399732034636e+15
1.90843866455975e-05	0.0712931157588764	1.21950377404757e-13	1.9131560323014e+15
1.91435037600854e-05	0.0734364695489561	1.32456383191462e-13	1.76085248152999e+15
1.91995584369769e-05	0.0755103366680125	1.43486337165481e-13	1.62504288309879e+15
1.92526579397321e-05	0.0775123482613363	1.55007985495643e-13	1.50388863363989e+15
1.93029094397224e-05	0.0794407065372215	1.66982651158565e-13	1.39574358321036e+15
1.93504197186884e-05	0.0812941479281998	1.79365763655844e-13	1.29913964886763e+15
1.93952948886162e-05	0.0830719044729694	1.92107539175156e-13	1.21277170146017e+15
1.9437640129408e-05	0.0847736642099728	2.05153788019953e-13	1.13548240775943e+15
1.94775594446002e-05	0.0863995312558982	2.18446821426054e-13	1.06624750689694e+15
1.9515155435267e-05	0.087949986135011	2.31926426750316e-13	1.00416183949791e+15
1.95505290921382e-05	0.0894258468283874	2.45530878555349e-13	948426324205570
1.95837796058539e-05	0.0908282309256045	2.59197953301976e-13	898335983923096
1.96150041951829e-05	0.0921585191847448	2.72865917064312e-13	853269056919229
1.96442979529399e-05	0.093418320739067	2.86474458680963e-13	812677180955113
1.96717537092541e-05	0.0946094401296738	2.99965544765994e-13	776076607131317
1.96974619117628e-05	0.0957338462921975	3.13284177706746e-13	743040380428201
1.97215105222392e-05	0.0967936435812642	3.26379042850336e-13	713191412944889
1.97439849290975e-05	0.0977910448785377	3.39203036218075e-13	686196370981804
1.97649678751684e-05	0.0987283467979095	3.51713669021024e-13	661760296668243
1.97845394000897e-05	0.0996079069742387	3.63873349757274e-13	639621887297926
1.9802776796618e-05	0.100432123399458	3.75649548591962e-13	619549359766934
1.9819754580136e-05	0.101203415751311	3.8701485194882e-13	601336832873017
1.98355444706036e-05	0.101924208645065	3.97946917727906e-13	584801166007325
1.98502153861855e-05	0.102596916726753	4.08428343306519e-13	569779198740295
1.98638334477709e-05	0.10322393151757	4.18446459519277e-13	556125341595182
1.98764619935996e-05	0.103807609912546	4.27993064216601e-13	543709473794620
1.98881616032051e-05	0.104350264232224	4.37064108857284e-13	532415108885203
1.98989901298907e-05	0.104854153723598	4.45659351000504e-13	522137793811919
1.99090027409641e-05	0.10532147740561	4.53781984628741e-13	512783711236313
1.99182519649691e-05	0.105754368154921	4.61438259053232e-13	504268458666088
1.99267877451718e-05	0.10615488792925	4.68637095821778e-13	496515981330462
1.99346574985774e-05	0.106525024028017	4.75389711642143e-13	489457638694796
1.99419061797815e-05	0.106866686293308	4.81709253922255e-13	483031387122194
1.99485763489825e-05	0.107181705158008	4.87610454162712e-13	477181063469663
1.99547082435157e-05	0.107471830452271	4.93109303159665e-13	471855756416004
1.99603398522947e-05	0.107738730884152	4.9822275081268e-13	467009254056950
1.99655069925855e-05	0.107983994115124	5.02968432302629e-13	462599557813097
1.99702433885653e-05	0.108209127356211	5.07364421515211e-13	458588454031291
1.9974580751158e-05	0.108415558415603	5.11429011837997e-13	454941135795379
1.99785488586694e-05	0.108604637133677	5.15180523848294e-13	451625868455955
1.99821756377842e-05	0.108777637146372	5.1863713892652e-13	448613693265945
1.99854872445172e-05	0.108935757922793	5.21816757463297e-13	445878164239325
1.99885081447502e-05	0.109080127027667	5.24736880065797e-13	443395114016455
1.99912611940178e-05	0.109211802563853	5.27414509994992e-13	441142445072828
1.99937677162394e-05	0.109331775754486	5.29866074967614e-13	439099943099706
1.99960475811267e-05	0.109440973628491	5.32107366421004e-13	437249109809561
1.99981192800281e-05	0.109540261777106	5.34153494353596e-13	435573012783105
2e-05	0.109630447152744	5.36018855907543e-13	434056150294552
2.00025e-05	0.109746937918559	8.82046257271952e-13	338881637826562
2.0005e-05	0.109857134789698	1.4510766491508e-12	264641237978810
2.00075e-05	0.109961673915165	2.38664767721037e-12	206710961253398
2.001e-05	0.110061101391526	3.9245962246272e-12	161494107798730
2.00125e-05	0.11015588917114	6.45236298731043e-12	126191177401743
2.0015e-05	0.110246447660413	1.06063772999038e-11	98621916528120.7
2.00175e-05	0.110333135794256	1.74319606410774e-11	77087488151380.1
2.002e-05	0.110416269163546	2.86458637941616e-11	60263587119523.2
2.00225e-05	0.110496126624833	4.70672811026105e-11	47117466878373.8
2.0025e-05	0.110572955715697	7.73254088904863e-11	36843470911739.5
2.00275e-05	0.110646977122165	1.2702090589656e-10	28812903440812.5
2.003e-05	0.110718388387839	2.08632317219143e-10	22535023988302.4
2.00325e-05	0.110787367011992	3.42645098242329e-10	17626679668549.5
2.0035e-05	0.11085407305198	5.6268701024743e-10	13788650252707.1
2.00375e-05	0.110918651320971	9.23955949914794e-10	10787213792625.4
2.004e-05	0.110981233253324	1.51705037347337e-09	8439774849790.1
