Position  (cm)	Ecb (eV)	Evb (eV)	Efn (eV)	Efp (eV)
1.83677564841364e-05	-3	-6	-4.51780473510877	-4.48219526489123
1.84300041128469e-05	-3	-6	-4.51789170607967	-4.48210829392033
1.84904585462128e-05	-3	-6	-4.51797645263136	-4.48202354736864
1.85491462086734e-05	-3	-6	-4.51805898908771	-4.48194101091229
1.86060942488319e-05	-3	-6	-4.5181393316954	-4.4818606683046
1.86613304836593e-05	-3	-6	-4.51821749855044	-4.48178250144956
1.87148833432195e-05	-3	-6	-4.518293509522	-4.481706490478
1.87667818160187e-05	-3	-6	-4.51836738617404	-4.48163261382596
1.88170553950745e-05	-3	-6	-4.51843915168496	-4.48156084831504
1.88657340247963e-05	-3	-6	-4.51850883076559	-4.48149116923441
1.89128480487667e-05	-3	-6	-4.51857644957589	-4.48142355042411
1.8958428158502e-05	-3	-6	-4.51864203564053	-4.48135796435947
1.90025053432729e-05	-3	-6	-4.51870561776382	-4.48129438223618
1.90451108410539e-05	-3	-6	-4.51876722594417	-4.48123277405583
1.90862760906702e-05	-3	-6	-4.51882689128842	-4.48117310871158
1.91260326852022e-05	-3	-6	-4.51888464592626	-4.48111535407374
1.91644123267046e-05	-3	-6	-4.51894052292509	-4.48105947707491
1.92014467822908e-05	-3	-6	-4.51899455620546	-4.48100544379454
1.92371678416273e-05	-3	-6	-4.51904678045753	-4.48095321954247
1.92716072758811e-05	-3	-6	-4.51909723105849	-4.48090276894151
1.93047967981525e-05	-3	-6	-4.5191459439914	-4.4808540560086
1.93367680254265e-05	-3	-6	-4.51919295576563	-4.48080704423437
1.93675524420663e-05	-3	-6	-4.51923830333888	-4.48076169666112
1.9397181364871e-05	-3	-6	-4.51928202404123	-4.48071797595877
1.94256859097125e-05	-3	-6	-4.51932415550117	-4.48067584449883
1.94530969597633e-05	-3	-6	-4.51936473557385	-4.48063526442615
1.94794451353227e-05	-3	-6	-4.51940380227168	-4.48059619772832
1.95047607652428e-05	-3	-6	-4.51944139369731	-4.48055860630269
1.95290738599541e-05	-3	-6	-4.51947754797918	-4.48052245202082
1.95524140860841e-05	-3	-6	-4.51951230320973	-4.48048769679027
1.95748107426607e-05	-3	-6	-4.51954569738619	-4.48045430261381
1.9596292738886e-05	-3	-6	-4.51957776835418	-4.48042223164582
1.96168885734653e-05	-3	-6	-4.51960855375413	-4.48039144624587
1.96366263154719e-05	-3	-6	-4.5196380909704	-4.4803619090296
1.9655533586723e-05	-3	-6	-4.51966641708334	-4.48033358291666
1.96736375456437e-05	-3	-6	-4.5196935688241	-4.4803064311759
1.96909648725883e-05	-3	-6	-4.51971958253234	-4.48028041746766
1.97075417565908e-05	-3	-6	-4.51974449411666	-4.48025550588334
1.97233938835082e-05	-3	-6	-4.51976833901795	-4.48023166098205
1.97385464255249e-05	-3	-6	-4.51979115217536	-4.48020884782464
1.97530240319785e-05	-3	-6	-4.51981296799504	-4.48018703200496
1.97668508214693e-05	-3	-6	-4.51983382032157	-4.48016617967843
1.97800503752133e-05	-3	-6	-4.51985374241195	-4.48014625758805
1.97926457315962e-05	-3	-6	-4.51987276691213	-4.48012723308787
1.98046593818871e-05	-3	-6	-4.51989092583606	-4.48010907416394
1.9816113267066e-05	-3	-6	-4.51990825054706	-4.48009174945294
1.98270287757224e-05	-3	-6	-4.51992477174163	-4.48007522825837
1.98374267429789e-05	-3	-6	-4.51994051943539	-4.48005948056461
1.9847327450394e-05	-3	-6	-4.51995552295123	-4.48004447704877
1.98567506267985e-05	-3	-6	-4.51996981090954	-4.48003018909046
1.98657154500188e-05	-3	-6	-4.51998341122038	-4.48001658877962
1.98742405494416e-05	-3	-6	-4.51999635107763	-4.48000364892237
1.9882344009373e-05	-3	-6	-4.52000865695483	-4.47999134304517
1.9890043373147e-05	-3	-6	-4.52002035460283	-4.47997964539717
1.98973556479374e-05	-3	-6	-4.52003146904899	-4.47996853095101
1.99042973102279e-05	-3	-6	-4.52004202459796	-4.47995797540204
1.9910884311897e-05	-3	-6	-4.52005204483386	-4.47994795516614
1.99171320868723e-05	-3	-6	-4.52006155262385	-4.47993844737615
1.99230555583133e-05	-3	-6	-4.52007057012291	-4.47992942987709
1.99286691462783e-05	-3	-6	-4.52007911877985	-4.47992088122015
1.99339867758365e-05	-3	-6	-4.52008721934434	-4.47991278065566
1.9939021885584e-05	-3	-6	-4.52009489187501	-4.47990510812499
1.99437874365242e-05	-3	-6	-4.52010215574845	-4.47989784425155
1.99482959212759e-05	-3	-6	-4.52010902966904	-4.47989097033096
1.99525593735721e-05	-3	-6	-4.52011553167954	-4.47988446832046
1.99565893780133e-05	-3	-6	-4.52012167917242	-4.47987832082758
1.99603970800417e-05	-3	-6	-4.52012748890177	-4.47987251109823
1.99639931961035e-05	-3	-6	-4.5201329769958	-4.4798670230042
1.99673880239675e-05	-3	-6	-4.52013815896976	-4.47986184103024
1.99705914531701e-05	-3	-6	-4.52014304973939	-4.47985695026061
1.99736129755571e-05	-3	-6	-4.52014766363461	-4.47985233636539
1.99764616958959e-05	-3	-6	-4.52015201441366	-4.47984798558634
1.99791463425311e-05	-3	-6	-4.52015611527733	-4.47984388472267
1.99816752780594e-05	-3	-6	-4.52015997888357	-4.47984002111643
1.99840565099997e-05	-3	-6	-4.52016361736209	-4.47983638263791
1.99862977014377e-05	-3	-6	-4.52016704232917	-4.47983295767083
1.99884061816224e-05	-3	-6	-4.52017026490249	-4.47982973509751
1.99903889564975e-05	-3	-6	-4.52017329571601	-4.47982670428399
1.99922527191469e-05	-3	-6	-4.52017614493483	-4.47982385506517
1.99940038601408e-05	-3	-6	-4.52017882226995	-4.47982117773005
1.99956484777638e-05	-3	-6	-4.52018133699305	-4.47981866300695
1.99971923881124e-05	-3	-6	-4.52018369795107	-4.47981630204893
1.99986411350492e-05	-3	-6	-4.52018591358067	-4.47981408641933
2e-05	-3	-6	-4.52018799192256	-4.47981200807744
2.00025e-05	-3.01249999999999	-5.98750000000001	-4.51993862269633	-4.48006137730367
2.0005e-05	-3.025	-5.975	-4.51968805452648	-4.48031194547352
2.00075e-05	-3.0375	-5.9625	-4.51943675414929	-4.48056324585071
2.001e-05	-3.05000000000001	-5.94999999999999	-4.51918500663236	-4.48081499336764
2.00125e-05	-3.0625	-5.9375	-4.51893298606899	-4.48106701393101
2.0015e-05	-3.07499999999999	-5.92500000000001	-4.51868079877321	-4.48131920122679
2.00175e-05	-3.08750000000001	-5.91249999999999	-4.51842850966576	-4.48157149033424
2.002e-05	-3.1	-5.9	-4.51817615838966	-4.48182384161034
2.00225e-05	-3.11250000000001	-5.88749999999999	-4.51792376915208	-4.48207623084792
2.0025e-05	-3.125	-5.875	-4.51767135673449	-4.48232864326551
2.00275e-05	-3.1375	-5.8625	-4.51741893016278	-4.48258106983722
2.003e-05	-3.15000000000001	-5.84999999999999	-4.51716649494831	-4.48283350505169
2.00325e-05	-3.1625	-5.8375	-4.51691405445643	-4.48308594554357
2.0035e-05	-3.17499999999999	-5.82500000000001	-4.51666161074209	-4.48333838925791
2.00375e-05	-3.1875	-5.8125	-4.51640916506005	-4.48359083493995
2.004e-05	-3.2	-5.8	-4.5161567181765	-4.4838432818235
2.00425e-05	-3.21250000000001	-5.78749999999999	-4.51590427055929	-4.48409572944071
2.0045e-05	-3.225	-5.775	-4.5156518224941	-4.4843481775059
2.00475e-05	-3.2375	-5.7625	-4.51539937415536	-4.48460062584464
2.005e-05	-3.25000000000001	-5.74999999999999	-4.5151469256496	-4.4848530743504
2.00525e-05	-3.2625	-5.7375	-4.51489447704184	-4.48510552295816
2.0055e-05	-3.27500000000001	-5.72499999999999	-4.51464202837179	-4.48535797162821
2.00575e-05	-3.2875	-5.7125	-4.51438957966373	-4.48561042033627
2.006e-05	-3.3	-5.7	-4.51413713093244	-4.48586286906756
2.00625e-05	-3.31250000000001	-5.68749999999999	-4.51388468218698	-4.48611531781302
2.0065e-05	-3.325	-5.675	-4.51363223343285	-4.48636776656715
2.00675e-05	-3.33750000000001	-5.66249999999999	-4.51337978467344	-4.48662021532656
2.007e-05	-3.35	-5.65	-4.5131273359108	-4.4868726640892
2.00725e-05	-3.3625	-5.6375	-4.51287488714619	-4.48712511285381
2.0075e-05	-3.37500000000001	-5.62499999999999	-4.51262243838038	-4.48737756161962
2.00775e-05	-3.3875	-5.6125	-4.51236998961383	-4.48763001038617
2.008e-05	-3.40000000000001	-5.59999999999999	-4.51211754084683	-4.48788245915317
2.00825e-05	-3.41250000000001	-5.58749999999999	-4.51186509207956	-4.48813490792044
2.0085e-05	-3.425	-5.575	-4.51161264331212	-4.48838735668788
2.00875e-05	-3.43750000000001	-5.56249999999999	-4.51136019454458	-4.48863980545542
2.009e-05	-3.45	-5.55	-4.51110774577698	-4.48889225422302
2.00925e-05	-3.46250000000001	-5.53749999999999	-4.51085529700933	-4.48914470299067
2.0095e-05	-3.47500000000001	-5.52499999999999	-4.51060284824167	-4.48939715175833
2.00975e-05	-3.4875	-5.5125	-4.51035039947399	-4.48964960052601
2.01e-05	-3.50000000000001	-5.49999999999999	-4.51009795070631	-4.48990204929369
2.01025e-05	-3.51250000000001	-5.48749999999999	-4.50984550193861	-4.49015449806139
2.0105e-05	-3.525	-5.475	-4.50959305317092	-4.49040694682908
2.01075e-05	-3.53750000000001	-5.46249999999999	-4.50934060440322	-4.49065939559678
2.011e-05	-3.55	-5.45	-4.50908815563552	-4.49091184436448
2.01125e-05	-3.56250000000001	-5.43749999999999	-4.50883570686782	-4.49116429313218
2.0115e-05	-3.57500000000001	-5.42499999999999	-4.50858325810012	-4.49141674189988
2.01175e-05	-3.5875	-5.4125	-4.50833080933242	-4.49166919066758
2.012e-05	-3.60000000000001	-5.39999999999999	-4.50807836056472	-4.49192163943528
2.01225e-05	-3.6125	-5.3875	-4.50782591179701	-4.49217408820299
2.0125e-05	-3.62500000000002	-5.37499999999998	-4.50757346302932	-4.49242653697068
2.01275e-05	-3.63750000000001	-5.36249999999999	-4.50732101426162	-4.49267898573838
2.013e-05	-3.65	-5.35	-4.50706856549392	-4.49293143450608
2.01325e-05	-3.66250000000001	-5.33749999999999	-4.50681611672621	-4.49318388327379
2.0135e-05	-3.67500000000001	-5.32499999999999	-4.50656366795851	-4.49343633204149
2.01375e-05	-3.68750000000002	-5.31249999999998	-4.50631121919081	-4.49368878080919
2.014e-05	-3.70000000000001	-5.29999999999999	-4.50605877042311	-4.49394122957689
2.01425e-05	-3.7125	-5.2875	-4.50580632165541	-4.49419367834459
2.0145e-05	-3.72500000000001	-5.27499999999999	-4.5055538728877	-4.4944461271123
2.01475e-05	-3.73750000000001	-5.26249999999999	-4.50530142412	-4.49469857588
2.015e-05	-3.75000000000002	-5.24999999999998	-4.50504897535231	-4.49495102464769
2.01525e-05	-3.76250000000001	-5.23749999999999	-4.50479652658461	-4.49520347341539
2.0155e-05	-3.77500000000001	-5.22499999999999	-4.50454407781691	-4.49545592218309
2.01575e-05	-3.78750000000002	-5.21249999999998	-4.5042916290492	-4.4957083709508
2.016e-05	-3.80000000000001	-5.19999999999999	-4.5040391802815	-4.4959608197185
2.01625e-05	-3.81250000000002	-5.18749999999998	-4.5037867315138	-4.4962132684862
2.0165e-05	-3.82500000000001	-5.17499999999999	-4.5035342827461	-4.4964657172539
2.01675e-05	-3.83750000000001	-5.16249999999999	-4.5032818339784	-4.4967181660216
2.017e-05	-3.85000000000002	-5.14999999999998	-4.5030293852107	-4.4969706147893
2.01725e-05	-3.86250000000001	-5.13749999999999	-4.502776936443	-4.497223063557
2.0175e-05	-3.875	-5.125	-4.5025244876753	-4.4974755123247
2.01775e-05	-3.88750000000001	-5.11249999999998	-4.50227203890762	-4.49772796109238
2.018e-05	-3.90000000000001	-5.09999999999999	-4.50201959013993	-4.49798040986007
2.01825e-05	-3.91250000000002	-5.08749999999998	-4.50176714137224	-4.49823285862776
2.0185e-05	-3.92500000000001	-5.07499999999999	-4.50151469260458	-4.49848530739542
2.01875e-05	-3.93750000000001	-5.06249999999999	-4.50126224383693	-4.49873775616307
2.019e-05	-3.95000000000002	-5.04999999999998	-4.50100979506933	-4.49899020493067
2.01925e-05	-3.96250000000001	-5.03749999999999	-4.50075734630178	-4.49924265369822
2.0195e-05	-3.97500000000002	-5.02499999999998	-4.50050489753433	-4.49949510246567
2.01975e-05	-3.98750000000001	-5.01249999999999	-4.50025244876704	-4.49974755123296
2.02e-05	-4	-5	-4.5	-4.5
